,expert_text,simple_reference,model_output,fk_expert,fk_reference,fk_model
147,Esophageal candidiasis is an opportunistic infection of the esophagus by Candida albicans.,Esophageal candidiasis is an infection of the esophagus by Candida albicans.,"Candida esophagitis, also known as esophageal Candida infection, is a type of fungal infection that occurs in the lower part of the food pipe (esophagus) and is caused by a fungus called Candida. Candida is a common fungus that lives in the mouth, gut, and vagina.",16.62333333333334,13.372727272727271,11.59304347826087
148,"During childhood, she suffered from partially collapsed lungs twice, had pneumonia four to five times a year, as well as a ruptured appendix and a tonsillar cyst.","She had a collapsed lung twice, had pneumonia four or five times each year and had problems with her appendix and tonsils.","As a child, she had a collapsed lung twice, pneumonia four or five times per year, a rupturing appendix, and a cyst on her tonsils. She also had a lot of ear infections and had to have her adenoids taken out.",12.421481481481482,8.544545454545453,8.23426829268293
149,Drooling or a very sick appearance indicate other medical conditions.,Drooling or a sick appearance can mean a different illness.,"If a person drools or looks very sick, it may be a sign of a different medical condition, such as a brain infection (meningoencephalitis), a brain tumor, or a problem with the nervous system (neuropathy).",13.09,7.190000000000001,16.602857142857143
150,"Donald Hopkins has written, `` Jenner 's unique contribution was not that he inoculated a few persons with cowpox, but that he then proved ( by subsequent challenges ) that they were immune to smallpox.","`` Jenner 's unique contribution was not that he inoculated a few persons with cowpox, but that he then proved ( by subsequent challenges ) that they were immune to smallpox.
",Jenner's contribution was that he proved that people who had been inoculated with cow pox were immune from small pox. He did this by challenging them with small poxinoculations and showing that they did not get small poxs.,16.065,14.294285714285717,8.898947368421055
151,"Treprostinil can be given intravenously or subcutaneously, but the subcutaneous form can be very painful.","Treprostinil ( Remodulin) can be given intravenously or subcutaneously, but the subcutaneous form can be very painful.","Subcutaneous injections can be painful, so intravenous injections are often used instead, especially for people who have a hard time with the pain of injections or who are not able to use a pump to give themselves the medication. Intravenous injections can also be given through a central line, which is a tube that is inserted into a large vein in the chest.",14.646666666666672,15.725000000000005,14.863253968253971
152,Most patients eventually require institutionalization.,Full-time assistance or nursing home care is needed.,"Eventually, most people need to live in a nursing home or other institution where they can receive 24-hour care and supervision. In the United States, about 40% of people with Alzheimer's disease live in nursing homes or other long-term care facilities.",31.200000000000006,6.705000000000002,11.975731707317074
153,"Most patients have pelvic pain (which is sometimes crampy), vaginal bleeding, or both.","Most women have vaginal bleeding or spotting, cramping or pain in the lower abdomen, or both.","The most common symptoms of endometriosis are pelvic pain and abnormal bleeding from the vagina. The pelvic pain may be cramping, sharp, or a dull ache. The bleeding may be light or heavy and may occur at any time of the menstrual cycle.",6.726153846153846,9.087500000000002,7.837209302325583
154,"In humans, it is defined as a body core temperature below 35.0°C ( 95.0°F ).",Hypothermia is any body temperature lower than 35.0°C ( 95.0°F ).,Hypothermia is when the body temperature is below 95 degrees Fahrenheit ( 35 degrees Celsius ) for an extended period of time ( usually more than 4 hours ) and the body is unable to produce enough heat to maintain a normal body temperature.,6.726153846153846,11.520000000000003,21.250000000000004
155,An analog-to-digital converter ( ADC ) performs the reverse function.,An analog-to-digital converter ( ADC ) performs the reverse operation.,"A digital-to-analog converter ( DAC ) converts a digital signal to an analog signal. An analog-to-analogue converter ( A/D or ADC ) converts an analogue signal to a digital one, and a digital-to- analogue converter ( D/A or DAC ) does the reverse.",11.130000000000003,14.080000000000002,13.31148648648649
156,"Complicated UTIs are more difficult to treat and usually requires more aggressive evaluation, treatment and follow-up.","A complicated UTI is more difficult to treat and usually needs more aggressive evaluation, treatment, and follow-up.",Complicated urinary tract infections are harder to treat than uncomplicated infections and usually require more aggressive treatment and more follow-up visits to the doctor. Complicated infections are more likely to be caused by bacteria that are resistant to one or more types of antibiotics.,16.462500000000002,14.64,16.053636363636368
157,"Nonetheless, when he fell ill with smallpox, Anne Marie nursed him until his recovery.","Nonetheless, when he fell ill with smallpox, she nursed him until his recovery.","Anne Marie took care of him until he recovered from the small pox, which was a very dangerous disease at that time. Anne Marie was very good at taking care of people when they were sick, and she was very kind to her husband when he was ill.",7.570000000000004,6.726153846153846,9.011666666666667
158,"Myoclonus can vary in amplitude, frequency, and distribution.","Myoclonus can be mild or severe. Muscles may jerk quickly or slowly, rhythmically or not. Myoclonus may occur once in a while or frequently.","The jerks can be small or large, fast or slow, and can occur in different parts of the body, such as the arms, legs, face, or trunk. The jerks may be so mild that they are not noticeable, or they may be severe enough to cause a person to fall.",12.605000000000004,4.738333333333333,8.32
159,A measles epidemic and food shortages during 1900 reduced the population of the area by one-third.,Measles and food shortages during 1900 reduced the population of the area by one-third.,"In 1901, a measles epidemic killed one-third of the population, and in 1902, food shortages caused by a drought killed another one-third, bringing the population down to about 1,000 people. In 1903, a smallpox epidemic killed another 200 people.",12.037500000000005,10.098571428571429,11.076538461538462
160,A detailed family history is established to determine whether the disease might be familial.,A detailed family history is taken to determine whether the disease might be familial.,"The doctor asks about the person's family history to see if the disease may be inherited ( passed down from parents to children). If the disease is inherited, the doctor may ask about the family history of other people who have had the same disease or a similar disease.",12.62714285714286,11.784285714285716,12.699166666666667
161,"In 1991, the Abolition of Racially Based Land Measures Act was passed, repealing laws enforcing racial segregation, including the Group Areas Act.","In 1991, the Abolition of Racially Based Land Measures Act was passed, reversing laws about racial segregation, including the Group Areas Act.","Apartheid ended in 1994, when the first multiracial democratic elections were held, and Nelson Mandela became the first black president of South Africa. In 1993, the Truth and Reconciliation Commission was established to investigate human rights abuses during the apartheid era.",14.444545454545459,13.90818181818182,15.141585365853661
162,Nonconvulsive status epilepticus is being increasingly recognized as a cause of altered mental status in ICU patients.,"People in ICUs may have seizures that do not cause convulsions (called nonconvulsive seizures). These seizures can cause delirium, but the seizures may not be recognized because they do not cause convulsions or other typical symptoms of seizures. If the seizures are not recognized, they may not be treated appropriately and promptly.",It is being recognized more and more as a reason for confusion in people who are in the intensive care unit (ICU) and are not having seizures that can be seen on an electroencephalogram (EEG) or that cause convulsions.,13.945882352941176,10.23153846153846,16.56358974358975
163,"Gout can present in a number of ways, although the most usual is a recurrent attack of acute inflammatory arthritis ( a red, tender, hot, swollen joint ).","Gout can present in a number of ways, although the most common is a recurrent attack of intense inflammatory arthritis ( a red, tender, hot, swollen joint ).","The most common symptom of gout is a sudden, severe attack of joint inflammation ( arthritis ). The joint may be red, swollen, warm, and tender to the touch. The big toe is the most common joint to be affected, but other joints can also be involved.",14.065384615384616,13.611538461538462,6.780000000000001
164,"They include a wide variety of pathogens, such as Escherichia, Salmonella, Vibrio, Helicobacter, and many other notable genera.","Proteobacteria include a wide variety of pathogens, such as Escherichia coli, Salmonella, Vibrio, Helicobacter, and many other notable genera.
","They can be caused by many different types of bacteria, including E. coli, S. typhi, V. cholerae, and H. pylori, among many other bacteria that can infect the intestines and cause diarrhea, fever, and abdominal pain.",16.34111111111111,18.525263157894738,10.395555555555557
165,Familial Alzheimer 's disease and familial Parkinson 's disease are two accelerated aging diseases associated with aged individuals; they affect only one tissue and can be classified as unimodal progeroid syndromes.,"Familial Alzheimer 's disease and familial Parkinson 's disease, an accelerated aging disease associated with aged individuals, affects only one tissue: it can be classified as an unimodal progeroid syndrome.","Alzheimer disease and Parkinson disease are age-related diseases that affect the brain; they are not caused by a virus or bacteria and cannot be spread from one person to another, but they can be passed down from parents to children ( familial Alzheimer disease or familial Parkinson disease ).",20.480645161290322,20.103333333333335,22.32297872340426
166,"In 2000, approximately 256,000 children and adults around the world developed a form of leukemia, and 209,000 died from it.","In 2000, about 256,000 children and adults around the world developed some form of leukemia, and 209,000 died from it.","Leukemia is a cancer of the blood and bone marrow. It is the most common type of cancer in children, but it can also occur in adults. In 2002, about 255,000 people in the world were diagnosed with leukemia and about 210,000 of them died.",11.090000000000003,9.32,7.042222222222225
167,"Olfactory seizures, manifested as an aura of foul smells (rotten eggs, burnt meat), indicate temporal lobe involvement and suggest HSV encephalitis.","People also have seizures, sometimes accompanied by strange smells (such as rotten eggs), vivid flashbacks, or sudden, intense emotions.","A foul smell, such as that of rotten eggs or burnt meat, may be the first symptom of a seizure caused by herpes simplex virus infection of the brain (encephalitis), indicating that the seizure is caused by a problem in the temporal lobes.",15.638095238095236,12.314736842105265,18.19395348837209
168,An adaptive trait is an aspect of the developmental pattern of the organism which enables or enhances the probability of that organism surviving and reproducing.,An adaptive trait is an aspect of the developmental pattern of the organism which improves the probability of that organism surviving and reproducing.,"Adaptive traits are aspects of an organism's developmental pattern that enable or enhance the probability that the organism will survive and reproduce. Adaptation is the process by which an organism becomes better suited to its environment through natural selection, genetic drift, mutation, and gene flow.",18.704000000000004,17.493043478260876,16.785
169,"Endoscopy means looking inside and typically refers to looking inside the body for medical reasons using an endoscope, an instrument used to examine the interior of a hollow organ or cavity of the body.",Endoscopy means to look inside and often means looking inside the body for medical reasons using an instrument called an endoscope.,"An endoscopy is a medical procedure in which a doctor looks inside a person's body using a flexible or rigid tube with a camera and light on the end (endoscope) to look at the inside of an organ or other body cavity. The endoscope is inserted through an opening in the body, such as the mouth or rectum.",18.840588235294117,12.26666666666667,13.826896551724143
170,"Pain is typically in the perineum but may be perceived at the tip of the penis, lower back, or testes.","Pain develops in the perineum, the lower back, and often the penis and testes.","The pain is usually in the area between the vagina and anus (perineum), but it may also be felt in the lower back or in the testes (in men) or the ovaries (in women). The pain may be sharp and stabbing, or it may be a dull ache.",8.140000000000004,7.570000000000004,9.749166666666667
171,"Pain is usually felt over the inflamed site, but referred pain is possible.",The pain is usually felt in the chest wall right over the site of the inflammation or infection that caused the effusion.,"Pain usually occurs in the affected area, but it can also be felt in other parts of the body, such as the lower back, abdomen, or buttocks, depending on the location of the herniated disk and the nerves that are affected.",8.541538461538462,10.690000000000001,19.107317073170737
172,Pyelonephritis is treated more aggressively than a simple bladder infection using either a longer course of oral antibiotics or intravenous antibiotics.,Pyelonephritis ( kidney infection ) is treated more aggressively than a simple bladder infection using either a longer course of oral antibiotics or intravenous antibiotics.,"A kidney infection is treated with antibiotics for a longer period of time than a bladder infection, either by mouth or through an intravenous (IV) line in the arm or a vein in the neck. The type of antibiotic used depends on the type of bacteria causing the infection.",17.88571428571429,19.032173913043476,12.748673469387757
173,"The outcome is frequently coma, with over 90 % of patients with severe DAI never regaining consciousness.","Frequently, people suffering such damage fall into a coma; Over 90 percent of the patients with severe DAI never regain consciousness.","About 90 percent of people who have a severe brain injury from DAI do not regain consciousness. People who do regain consciousness may have a variety of problems, such as memory loss, personality changes, and difficulty with speech, vision, hearing, or movement.",11.3,13.390476190476189,12.828571428571426
174,"Patients are taller than average for age and family; arm span exceeds height. Arachnodactyly (disproportionately long, thin digits) is noticeable, often by the thumb sign (the distal phalanx of the thumb protrudes beyond the edge of the clenched fist).",People with Marfan syndrome are taller than expected for their age and family. Their arm span (the distance between fingertips when the arms are outstretched) is greater than their height. Their fingers are long and thin.,People with Marfan syndrome are usually taller than their family members. Their arm span (the distance between the tips of the middle fingers when the arms are stretched out to the sides) is usually longer than their height. The fingers and toes are long and thin.,10.77397435897436,5.806666666666668,7.063913043478262
175,"Patients may present with systemic symptoms such as fever (usually low - grade), fatigue, malaise, unexplained weight loss, and sweats. Some patients are initially diagnosed as having fever of unknown origin.",People may have fever and feel tired and generally unwell. They may lose weight unintentionally and sweat more than usual.,"Symptoms may include a low-grade fever, fatigue, a general feeling of being unwell (malaise), a loss of weight, and sweating. Some people are first diagnosed with a fever that has no known cause (fever of undetermined origin).",11.500000000000004,8.370000000000001,10.441216216216215
176,"Patients suspected of having stomach cancer should have endoscopy with multiple biopsies and brush cytology. Occasionally, a biopsy limited to the mucosa misses tumor tissue in the submucosa.","Endoscopy (an examination in which a flexible tube is used to visualize the inside of the digestive tract) is the best diagnostic procedure. It allows a doctor to view the stomach directly, to check for Helicobacter pylori, and to remove tissue samples for examination under a microscope (biopsy).","If doctors suspect that a person has stomach cancer, they use a flexible tube with a camera and light on the end (endoscope) to look at the inside of the stomach. They also take tissue samples (biopsies) from the stomach lining.",13.891428571428573,15.157500000000002,9.961097560975613
177,Rates of asymptomatic bacteria in the urine increase with age from two to seven percent in women of child bearing age to as high as 50 % in elderly women in care homes.,Rates of asymptomatic bacteria in the urine increase with age from 2 % to 7 % in women of childbearing age to as high as 50 % in elderly women in care homes.,"Asymptomatic bacteriuria is more common in women who are over 65 years old and living in a nursing home, where it occurs in up to 50% of women in this age group, compared with 2% to 7% in younger women.",14.590000000000003,13.810000000000006,16.530000000000005
178,"The effect is remarkable because, under certain circumstances, it can last up to three months or more.",The effect is remarkable for often lasting up to three months or more.,"The effect can last for up to 3 months or even longer, depending on the circumstances of the event. The effect can be so strong that the person may not be able to sleep or eat for several days after the event, even if the event was not traumatic.",9.781176470588235,6.726153846153846,10.340510204081632
179,Seven days of the oral fluoroquinolone ciprofloxacin is typically used in areas where the resistance rate is less than 10 %.,Seven days of the oral fluoroquinolone ciprofloxacin is typically used in geographic areas where the resistance rate is less than 10 %.,"In areas with a low resistance rate, seven days of an oral antibiotic called ciprofloxacine is used to treat typhoid fever in people who have not traveled to areas where there is a high rate of resistance to the antibiotic. In areas with high resistance rates, intravenous antibiotics are used for 14 days.",10.500000000000004,12.26666666666667,13.892169811320759
180,The study also indicated that increased ejaculation through masturbation rather than intercourse would be more helpful as intercourse is associated with diseases ( STDs ) that may increase the risk of cancer instead.,The study also indicated that this would be more helpful than ejaculation through sexual intercourse because intercourse can transmit diseases that may increase the risk of cancer instead.,"Masturbation is a safe way to ejaculate and is not associated with the diseases that can be spread through sex ( sexually transmitted diseases or STDs ), such as HIV, gonorrhea, chlamydia, syphilis, and human papilloma virus.",19.71935483870968,16.822857142857142,21.32285714285715
181,Waist circumference and BP,Waist circumference Blood pressure measurement,"Waist Circumference and Blood Pressure (BP) measurements are used to assess the risk of heart disease and type 2 diabetes, and to monitor the effectiveness of lifestyle changes and treatments for these conditions. Waist circumference is measured around the narrowest part of the torso, usually just above the belly button.",3.6700000000000017,9.96,13.748000000000001
182,Routine hip x-rays are diagnostic.,X-rays are taken to confirm the diagnosis and check for fractures.,"X-rays of the hip are usually the first step in diagnosing a hip fracture, especially if the person has severe pain in the hip or groin area and is unable to move the hip normally or bear weight on the affected leg. If the x-rays show a fracture, the doctor may order additional tests, such as a computed tomography (CT) scan or magnetic resonance imaging (MRI) scan, to determine the location and severity of the fracture and to rule out other possible causes of the symptoms.",7.600000000000001,6.936363636363637,19.703255813953486
183,New Zealand has never had a case of foot-and-mouth disease.,"The most obvious signs of Foot and Mouth Disease are excessive slobbering (letting liquid fall from their mouth), a lack of appetite and lameness (unable to walk properly because of damage to one or both of their legs).",New Zealand is one of the few countries in the world that has not had an outbreak of Foot-and-Mouth Disease (FMD) since it was first introduced to the country in the early 20th century in the 1890s and early 1900s.,4.830000000000002,16.619473684210522,15.350000000000005
184,A palpable bladder may be present with outlet obstruction. The costovertebral angle may be tender if the kidney is acutely enlarged.,"If acute kidney injury is caused by a blockage (an obstruction), the backup of urine within the kidneys causes the drainage system to stretch (a condition called hydronephrosis â see Figure: Hydronephrosis: A Distended Kidney).","If the flow of urine is blocked, the bladder may become enlarged and can be felt (palpable) during a physical examination. The area where the ribs and spine meet may be painful (tender) if the kidneys are acutely inflamed.",9.29547619047619,17.951428571428576,10.168846153846157
185,"A peripheral ring scotoma (detectable by visual field testing) widens gradually, and central vision may also be affected in advanced cases.","In the late stages of the disease, the person typically has only a small area of central vision and possibly no peripheral vision remaining (tunnel vision). Sometimes in late stages the macula, the area of the retina responsible for central vision, swells. This swelling is called macular edema and affects central vision.","A ring-shaped blind spot (scotoma) develops in the peripheral (outer) part of the visual field. The blind spot gradually widens, and vision in the center of the eye may also become impaired in more advanced cases of retinitis pigmentosa.",16.2,12.273846153846154,11.379102564102567
186,for kids Bruises in sports,for kids Bruises in sports Fake bruises as fashion,"For kids, bruises are common in sports, especially in contact sports like football, hockey, soccer, and lacrosse, and in sports that involve falls, such as gymnastics, diving, and horseback riding. Bruises are also common in noncontact sports like basketball, tennis, and volleyball.",0.5199999999999996,3.653333333333336,11.423809523809528
187,Monozygotic twins have a concordance of about 45 %.,An identical twin whose co-twin has schizophrenia has about a 50 % risk of developing schizophrenia.,"About 45% of identical twins have the same type of schizophrenia. About 10% of fraternal twins have schizophrenia, which is about the same as the rate in the general population of people who are not twins but who have a family member with schizophrenia.",6.705000000000002,13.860000000000003,12.567272727272726
188,Findings characteristically include conjunctival edema and hyperemia and a discharge.,"The conjunctiva becomes red and sometimes swells, giving the surface of the eyeball a puffy appearance. The eyelids may become intensely itchy.","The conjunctiva (the membrane covering the white part of the eye and the inside of the eyelids) may become swollen and red, and a yellowish discharge may appear in the corner of the affected eye or on the surface of the cornea.",17.81,9.081818181818182,18.20904761904762
189,"Advanced disease can lead to destruction of supporting cartilage, causing floppy ears, saddle nose, pectus excavatum, and visual, auditory, and vestibular abnormalities.","Eventually, the supporting cartilage can be damaged, resulting in floppy ears, a sloping saddle nose, and a hollow at the lower part of the chest (pectus excavatum). The nerve in the inner ear can be affected, causing eventual problems with balance and hearing, and eventually vision problems can occur.","In advanced disease, the cartilage that supports the ears, nose, and other parts of the body may be destroyed, causing the ears to droop, the nose to become misshapen (saddle nose), the breastbone to sink in (pectus excavation), and problems with vision, hearing, and balance.",18.19909090909091,14.675204081632653,19.52888888888889
190,Spontaneous remissions may last years.,"Sometimes the attacks stop completely for a number of years, only to resume afterwards.","Sometimes, the symptoms go away on their own, and this can last for years, but the disease can come back at any time, even if the symptoms have been gone for a long time, and the symptoms may be more severe the second time they occur.",9.96,9.255714285714287,16.971739130434788
191,"Nephritis is inflammation of the kidneys and may involve the glomeruli, tubules, or interstitial tissue surrounding the glomeruli and tubules.","It may involve the glomeruli, tubules, or interstitial tissue surrounding the glomeruli and tubules. Nephritis is often caused by infections, and toxins, but is most commonly caused by autoimmune disorders that affect the major organs like kidneys. Nephritis can produce glomerular injury, by disturbing the glomerular structure with inflammatory cell proliferation.","Inflammation of the kidney is called nephritis. Nephritis can involve the parts of the nephron that filter the blood (glomeruli), the parts that reabsorb and secrete substances (tubules), or the tissue that surrounds these parts (interstitial tissue).",11.090000000000003,11.863529411764706,9.80337837837838
192,Strabismus may be infantile or acquired.,"Strabismus may appear in the first few months of life or later in childhood, depending on the cause.","There are two types of strabismus: infantile and acquired. Infants are born with it, or it develops in the first few years of life. In adults, it may be caused by a head injury, a stroke, a tumor, or a disease such as diabetes.",10.350000000000001,7.818888888888889,6.489090909090912
193,Nasogastric suction,Suction via nasogastric tube.,"Nasal gastric suction (NGS) is a medical procedure in which a tube is inserted through the nose and into the stomach to remove fluid and air from the stomach, usually to relieve symptoms of a blockage of the stomach or intestines (ileus).",20.590000000000007,12.52,19.051904761904762
194,Symptoms and signs of idiopathic pulmonary fibrosis typically develop over 6 mo to several years and include dyspnea on exertion and nonproductive cough.,"Symptoms depend on the extent of the lung damage, the rate at which the disease progresses, and whether complications, such as lung infections and right-sided heart failure (cor pulmonale) develop. The main symptoms start insidiously as shortness of breath during exertion, cough, and diminished stamina. In most people, symptoms worsen over a period ranging from about 6 months to several years.",The first symptoms of IPF are shortness of breath (dyspnea) and a persistent cough that does not produce mucus (nonproductive cough). These symptoms usually develop gradually over a period of 6 months to 2 years or more.,17.493043478260876,12.07114754098361,10.760135135135137
195,Symptoms can last from 6 mo to > 10 yr and range from nonexistent to severe.,"During perimenopause, symptoms may be nonexistent, mild, moderate, or severe. Symptoms may last from 6 months to about 10 years, sometimes longer.","The symptoms can last for 6 months to more than 10 years and can range from mild to severe, with some people having no symptoms at all, and others having symptoms that are so severe that they interfere with daily life and require hospitalization.",5.993333333333336,8.009090909090911,18.465454545454552
196,Night vision may eventually be lost.,"As a result, seeing at night or in the dark or dim light becomes difficult.","Eventually, people may lose their ability to see in the dark (night vision) and may have a blind spot in the center of their visual field (a blind spot that can be as large as 1/3 of the visual field). The blind spot can be so large that a person may not be able to see objects that are directly in front of them.",8.383333333333333,5.993333333333336,12.193125000000002
197,"Symptoms include rectal itching, a cloudy rectal discharge, bleeding, and constipation âall of varying severity. Examination with a proctoscope may detect erythema or mucopurulent exudate on the rectal wall.","This infection usually causes no symptoms, but it may make bowel movements painful. Other symptoms include constipation, itching, bleeding, and a discharge from the rectum. The area around the anus may become red and raw, and stool may be coated with mucus and pus. When a doctor examines the rectum with a viewing tube (anoscope), mucus and pus may be visible on the wall of the rectum.","The rectum may itch, and the stool may be cloudy, bloody, or both. A doctor may use a flexible tube with a light on the end (proctoscope) to look inside the rectum. The doctor may see redness (erythema) or a yellowish, pus-like discharge on the inside of the anus.",14.885689655172417,9.082798507462687,7.396326530612246
198,"Ascites, splenomegaly, or portosystemic encephalopathy may be present.","If a large amount of fluid accumulates in the abdomen, the abdomen swells (distends), sometimes noticeably and sometimes enough to make the abdomen greatly enlarged and taut. This distention can be uncomfortable or painful. An enlarged spleen may cause a vague sense of discomfort in the upper left part of the abdomen.","Ascites (fluid in the abdomen), an enlarged spleen, or a brain disorder (encephalopathy) caused by the liver disease may occur in people with cirrhosis of the liver caused by nonalcoholic steatohepatitis.",12.605000000000004,10.458461538461538,18.196774193548382
199,Bacterial endocarditis may develop in affected valves.,Abnormal heart valves can also develop serious infections (infective endocarditis).,"Bacteria can also infect the heart valves, a condition known as bacterial (or infective) endocardiitis. This can lead to serious complications, such as heart failure, stroke, or even death, if not treated promptly and effectively with intravenous antibiotics.",15.797142857142859,16.63,14.177894736842106
200,Obstetric ultrasonography should be done to rule out hydatidiform mole and multifetal pregnancy.,Ultrasonography is usually done to determine whether women have a hydatidiform mole (a disorder that initially resembles pregnancy) or more than one fetus (multiple births).,"Ultrasonography (ultrasound) should be used to determine if the pregnancy is normal or if there is a problem, such as a molar pregnancy or a multiple pregnancy (twins, triplets, and so on) or ectopic pregnancy (a pregnancy in which the fertilized egg implants outside the uterus).",14.895384615384618,18.704000000000004,22.102173913043483
201,IV fluids.,Fluids given by vein,"Fluids given through a vein (intravenous, or IV) to help with dehydration caused by vomiting or diarrhea, and to help replace lost electrolytes (such as potassium, sodium, and chloride). If the cause of the dehydration is not treated, it can lead to serious complications, such as seizures, kidney damage, and even death.",2.890000000000004,3.6700000000000017,14.065384615384616
202,The peripheral nervous system ( PNS ) is the part of the nervous system consisting of the nerves and ganglia outside of the brain and spinal cord.,"The Peripheral nervous system, or PNS, is part of the nervous system, and consists of the nerves and neurons that are outside the central nervous system ( the brain and spinal cord ) and serve the limbs and organs, for example.","The Peripheral Nervous System, or PNS, is part of a human's nervous system that includes the nerves outside the brain or spinal cord, and the ganglia ( clusters of nerve cells ) that are connected to these nerves. The PNS is divided into two main parts: the somatic nervous system and the autonomic nervous system.",12.096,16.56358974358975,12.778962264150948
203,Bronchiectasis is best considered the common end-point of various disorders that cause chronic airway inflammation.,"The most common cause is severe or repeated respiratory infections, which are particularly likely in people who have one or more of the following: Cystic fibrosis; Other hereditary disorders, such as primary ciliary dyskinesia, in which the ability to clear the airways is impaired; Immunodeficiency disorders; Certain autoimmune disorders, such as rheumatoid arthritis, ulcerative colitis, or Sjogren syndrome; Mechanical factors, such as airway blockage caused by an inhaled object, chronically enlarged lymph nodes, changes after lung surgery, or a lung tumor; Inhaling toxic substances that injure the airways, such as noxious fumes, gases, smoke (including tobacco smoke), and injurious dust (for example, silica and coal dust).","Chronic bronchitis is the inflammation of the bronchial tubes, which are the tubes that carry air in and out of the lungs, over a long period of time, usually more than 3 months in a year for at least 2 years in a row.",13.860000000000003,48.68207547169811,17.392727272727274
204,"Pain in the neck, back, or head may occur.","Usually, symptoms of acute transverse myelitis begin suddenly with pain in the back and a bandlike tightness around the affected area of the body (such as the chest or abdomen). People with this disorder may also have pain in the head or neck.","A person may feel pain in the back of the head, neck, or upper back, but this is not a common symptom of a herniated disk in the lower back. The pain may be a dull ache, a sharp pain, or a burning sensation.",1.0311111111111124,11.455465116279068,7.739999999999998
205,"CT also is required to accurately assess skull base bony changes, which are less visible on MRI.","Computed tomography (CT) of the base of the skull and magnetic resonance imaging (MRI) of the head, nasopharynx, and base of the skull are done to evaluate the extent of the cancer.","Computed tomography (CT) scans also are used to assess the bones of the skull base, which can be difficult to see on an MRI scan, and to determine the extent of any bony destruction or other changes that may have occurred in the skull.",10.47529411764706,15.696250000000003,18.465454545454552
206,"The United Nations ' FAO states that by 2025, 1.9 billion people will live in countries or regions with absolute water scarcity, and two-thirds of the world population could be under stress conditions.","A water crisis is a situation where the available supply of potable, clean water within an area is less than the demand for it. The Food and Agriculture Organization ( FAO ) estimates that by 2025, 1.9 billion people will be living in countries or regions with total water scarcity, and two-thirds of the world population could be under stress conditions.","The FAO (Food and Agriculture Organization of the United Nations) states that in 2009, 2.8 billion people in the world lived in water-scarce areas, and by 2015, this number is expected to rise to 4 billion.",9.45625,12.080000000000002,9.785555555555558
207,"Pain occurs along the distribution of one or more sensory divisions of the trigeminal nerve, most often the maxillary.","Pain due to trigeminal neuralgia can occur spontaneously but is often triggered by touching a particular spot (called a trigger point) on the face, lips, or tongue or by an action such as brushing the teeth or chewing.","The pain is usually felt on one side of the face, along the path of one of the nerves that carry sensation from the face to the brain (trigeminal nerves). The maxillary nerve is the most commonly affected nerve, and the pain usually is felt on the cheek.",12.314736842105265,16.930000000000003,9.995000000000001
208,The forward rate k1 was found to decrease by a factor of 4.5 going from cyclohexane to methanol.,"The reverse rate k-1 was found to increase by a factor of 53 going from cyclohexane to methanol, while the equilibrium constant Keq decreased by a factor of 140.","The rate of reaction k1 decreased by about 4 times when the solvent was changed from a non-polar solvent (cyclo-hexane) to a polar solvent (methanol), but the rate of the reverse reaction k2 did not change much.",5.6200000000000045,14.030344827586209,16.38054054054054
209,The most common causes overall are Corneal abrasion; Foreign bodies.,"Corneal disorders are the most common causes of eye pain overall, particularly Corneal scratches (corneal abrasions); Foreign objects.","In the United States, the most common cause of corneal ulcers is a foreign body in the eye, such as a piece of glass or a metal fragment. In developing countries, the main cause is a bacterial infection of the cornea (corneal ulcer).",10.73,15.030000000000001,10.632209302325581
210,"A corneal ulcer begins as a corneal epithelial defect that stains with fluorescein and an underlying dull, grayish, circumscribed superficial opacity (representing an infiltrate).",The ulcer often appears as a white or dull and grayish spot on the cornea.,"Corneal ulcers are open sores on the cornea, the clear dome-shaped tissue on the front of the eye that covers the iris and pupil. The cornea is made up of several layers, including the epithelium (the outermost layer), the Bowman's layer, the stroma, the Descemet's membrane, and the endothelium.",19.336666666666662,6.780000000000001,12.98948979591837
211,Blood supply and lymphatic drainage of the testes and scrotum are distinct: Many anatomical features of the adult testis reflect its developmental origin in the abdomen.,Testicles are a type of organ called glands.,"The blood supply to the testis is different from that of the rest of the body, and so is the drainage of lymphatic fluid. Many features in the adult male testis show that it originally developed in the abdominal cavity, not in the scrotal sac.",16.788461538461537,3.7550000000000026,11.016111111111112
212,"From May to October 2000, an outbreak of tularemia in Martha 's Vineyard resulted in one fatality, and brought the interest of the CDC as a potential investigative ground for aerosolized Francisella tularensis.",It brought the interest of the CDC as a potential investigative ground for aerosolized Francisella tularensis.,"An outbreak of Tularemia on Martha's Vineyard in Massachusetts in the summer of 2001 resulted in the death of one person, and was investigated by the Centers for Disease Control and Prevention (CDC) as a possible case of bioterrorism.",17.66181818181818,12.037500000000005,19.286666666666665
213,"Japanese Prime Minister Masayoshi Ohira suffered a fatal heart attack on June 12, only days before the summit; and his colleague, the Foreign Minister, led the delegation which represented Japan in his place.",The participants were the `` core members '' of the group: Japanese Prime Minister Masayoshi Ohira had a fatal heart attack only 10 days before the summit.,"The Japanese Prime Minister, Masayushi Ohira, died of a heart attack in June 1979, only a few days before he was due to attend the summit, so the Japanese Foreign Minister led the Japanese delegation to the summit in place of the Prime Minister.",18.01939393939394,13.984000000000002,19.538181818181815
